Pl Code Longitude  Latitude     Altitude rho_cos   rho_sin_phi  region         name
 3 803  288.9167   +41.900060     47.059 0.74543   +0.66436     US/Massachuse  Taunton
 3 804  289.3121   -33.562676    571.287 0.83421   -0.54976     Chile          Santiago-San Bernardo
 3 805  288.9800   -32.981524   2209.162 0.83997   -0.54145     Chile          Santiago-Cerro El Roble
 3 806  289.4513   -33.396831    868.783 0.83584   -0.54738     Chile          Santiago-Cerro Calan
 3 807  289.1941   -30.169135   2379.620 0.86560   -0.49980     Chile          Cerro Tololo Observatory, La Serena
 3 808  290.6708   -31.802005   2361.167 0.85098   -0.52414     Argentina      El Leoncito
 3 809  289.26626  -29.258822   2345.440 0.873440  -0.486052    Chile          European Southern Observatory, La Silla
 3 810  288.5154   +42.610216    103.047 0.73712   +0.67352     US/Massachuse  Wallace Observatory, Westford
 3 811  289.89565  +41.280622     12.056 0.752586  +0.656289    US/Massachuse  Maria Mitchell Observatory, Nantucket
 3 812  288.4543   -32.958004    136.714 0.83992   -0.54093     Chile          Vina del Mar
 3 813  289.3083   -33.445138    507.509 0.83533   -0.54805     Chile          Santiago-Quinta Normal (1862-1920)
 3 814  288.41917  +41.851177    122.110 0.746007  +0.663734    US/Rhode Isla  North Scituate
 3 815  289.3479   -33.440358    615.937 0.83539   -0.54799     Chile          Santiago-Santa Lucia (1849-1861)
 3 816  285.7583   +44.338978    537.756 0.71645   +0.69542     US/New York    Rand Observatory
 3 817  288.6104   +42.349703     67.510 0.74018   +0.67017     US/Massachuse  Sudbury
 3 818  286.4167   +45.350672    368.570 0.7040    +0.7079      Canada/Quebec  Gemeaux Observatory, Laval
 3 819  284.3850   +45.894857    169.075 0.69720   +0.71451     Canada/Quebec  Val-des-Bois
 3 820  295.37581  -21.596256   1842.178 0.930491  -0.365872    Bolivia        Tarija
 3 821  295.45041  -31.598329   1213.158 0.852688  -0.521032    Argentina      Cordoba-Bosque Alegre
 3 822  295.80137  -31.420047    427.684 0.854203  -0.518325    Argentina      Cordoba
 3 823  288.1691   +42.609895    330.232 0.73715   +0.67354     US/Massachuse  Fitchburg
 3 824  285.7528   +44.342225    533.603 0.71641   +0.69546     US/New York    Lake Clear
 3 825  288.2595   +42.337960    173.173 0.74033   +0.67003     US/Massachuse  Granville
 3 826  288.2282   +46.219516    113.286 0.69312   +0.71843     Canada/Quebec  Plessissville
 3 827  287.5393   +48.651315    101.164 0.66190   +0.74710     Canada/Quebec  Saint-Felicien
 3 828  288.9758   +41.802871     53.671 0.74656   +0.66310     US/Massachuse  Assonet
 3 829  290.6979   -31.799327   2477.163 0.85102   -0.52411     Argentina      Complejo Astronomico El Leoncito
 3 830  288.5697   +42.796690     39.613 0.73491   +0.67590     US/New Hampsh  Hudson
 3 831  277.4134   +29.401652     48.904 0.87191   +0.48804     US/Florida     Rosemary Hill Observatory, University of Florida
 3 832  283.1850   +40.164833    347.142 0.7653    +0.6416      US/Pennsylvan  Etters
 3 833  301.4633   -34.629923     -4.536 0.82373   -0.56508     Argentina      Obs. Astronomico de Mercedes, Buenos Aires
 3 834  301.5654   -34.605196     39.518 0.82398   -0.56473     Argentina      Buenos Aires-AAAA
 3 835  288.6428   +42.612227     48.587 0.73709   +0.67354     US/Massachuse  Drum Hill Station, Chelmsford
 3 836  288.5011   +41.758139     62.114 0.74708   +0.66252     US/Rhode Isla  Furnace Brook Observatory, Cranston
 3 837  279.7553   +26.915986    -25.095 0.89228   +0.44996     US/Florida     Jupiter
 3 838  275.8628   +39.743125    225.850 0.77000   +0.63596     US/Ohio        Dayton
 3 839  302.0678   -34.908385     11.159 0.82097   -0.56906     Argentina      La Plata
 3 840  276.2833   +43.014499    237.840 0.73235   +0.67870     US/Michigan    Flint
 3 841  279.44233  +37.332810    978.894 0.796229  +0.603220    US/Virginia    Martin Observatory, Blacksburg
 3 842  282.7678   +39.831163    149.209 0.76901   +0.63713     US/Pennsylvan  Gettysburg College Observatory
 3 843  273.0648   +34.523202    201.494 0.82481   +0.56357     US/Alabama     Emerald Lane Observatory, Decatur
 3 844  303.80982  -34.755486     88.859 0.822499  -0.566884    Uruguay        Observatorio Astronomico Los Molinos
 3 845  283.5058   +42.417288    356.484 0.73942   +0.67107     US/New York    Ford Observatory, Ithaca
 3 846  269.65501  +38.850025    193.679 0.779842  +0.623926    US/Missouri    Principia Astronomical Observatory, Elsah
 3 847  275.9750   +45.042271    251.034 0.7078    +0.7041      US/Michigan    Lunar Cafe Observator, Flint
 3 848  237.0219   +43.702424    213.198 0.72412   +0.68741     US/Oregon      Tenagra Observatory, Cottage Grove
 3 849  265.1694   +38.903927    331.908 0.77927   +0.62467     US/Kansas      Everstar Observatory, Olathe
 3 850  274.0802   +35.204093    669.731 0.81810   +0.57333     US/Tennessee   Cordell-Lorenz Observatory, Sewanee
 3 851  296.41962  +44.630588      2.798 0.712830  +0.698986    Canada/Nova S  Burke-Gaffney Observatory, Halifax
 3 852  269.4050   +38.789352    160.938 0.7805    +0.6231      US/Missouri    River Moss Observatory, St. Peters
 3 853  249.1517   +32.576438   1189.949 0.84365   +0.53544     US/Arizona     Biosphere 2 Observatory
 3 854  249.17995  +32.299852    835.864 0.846183  +0.531351    US/Arizona     Sabino Canyon Observatory, Tucson
 3 855  266.5383   +44.920528    255.426 0.7093    +0.7026      US/Minnesota   Wayside Observatory, Minnetonka
 3 856  242.5540   +33.995489    380.530 0.8300    +0.5560      US/California  Riverside
 3 857  249.3992   +31.664517   1554.678 0.85213   +0.52204     US/Arizona     Iowa Robotic Observatory, Sonoita
 3 858  253.7800   +35.093872   2198.557 0.8194    +0.5719      US/New Mexico  Tebbutt Observatory, Edgewood
 3 859  316.3097   -19.823982   1482.985 0.94132   -0.33707     Brazil         Wykrota Observatory-CEAMIG
 3 860  313.0347   -23.003277    877.334 0.92108   -0.38842     Brazil         Valinhos
 3 861  312.9204   -22.782460    589.080 0.92253   -0.38487     Brazil         Barao Geraldo
 3 862  138.5262   +36.140884    780.881 0.80861   +0.58658     Japan          Saku
 3 863  137.18     +36.261419  -2156.277 0.807     +0.588       Japan          Furukawa
 3 864  130.7533   +32.675794     65.274 0.84257   +0.53680     Japan          Kumamoto
 3 865  285.8792   +41.709352    100.308 0.74765   +0.66189     US/New York    Emmy Observatory, New Paltz
 3 866  283.5100   +38.981367    145.244 0.7784    +0.6257      US/Maryland    U.S. Naval Academy, Michelson
 3 867  134.1222   +35.338934    392.622 0.81671   +0.57522     Japan          Saji Observatory
 3 868  135.1359   +33.922783     24.236 0.83066   +0.55492     Japan          Hidaka Observatory
 3 869  133.4298   +33.493125    -26.023 0.83480   +0.54870     Japan          Tosa
 3 870  313.17411  -22.900508   1030.194 0.921798  -0.386786    Brazil         Campinas
 3 871  134.3925   +34.748574     30.413 0.82256   +0.56678     Japan          Akou
 3 872  134.2411   +34.090233     91.441 0.82904   +0.55734     Japan          Tokushima
 3 873  133.7717   +34.592760     17.631 0.82410   +0.56455     Japan          Kurashiki Observatory
 3 874  314.41735  -22.535487   1810.714 0.924359  -0.380986    Brazil         Observatorio do Pico dos Dias, Itajuba
 3 875  139.2353   +36.098847    140.295 0.80896   +0.58593     Japan          Yorii
 3 876  139.2467   +36.228291     52.516 0.80762   +0.58774     Japan          Honjo
 3 877  139.0828   +35.813560    657.927 0.81194   +0.58196     Japan          Okutama
 3 878  136.9142   +34.987323     61.886 0.82019   +0.57019     Japan          Kagiya
 3 879  137.3535   +35.041153    429.964 0.81970   +0.57099     Japan          Tokai
 3 880  316.7771   -22.895183     33.313 0.92169   -0.38664     Brazil         Rio de Janeiro
 3 881  137.2571   +35.135162    118.278 0.81872   +0.57230     Japan          Toyota
 3 882  137.3558   +35.169063    426.624 0.81842   +0.57281     Japan          JCPM Oi Station
 3 883  138.4215   +35.019868     20.814 0.81986   +0.57065     Japan          Shizuoka
 3 884  138.0792   +35.140525    381.052 0.8187    +0.5724      Japan          Kawane
 3 885  138.4667   +34.956708     21.270 0.82049   +0.56975     Japan          JCPM Yakiimo Station
 3 886  138.9367   +35.170580     77.058 0.81836   +0.57280     Japan          Mishima
 3 887  139.3367   +36.245194     82.816 0.80745   +0.58798     Japan          Ojima
 3 888  138.9952   +35.124749    319.279 0.81885   +0.57217     Japan          Gekko
 3 889  140.1427   +36.655017    132.307 0.80322   +0.59372     Japan          Karasuyama
 3 890  140.2500   +35.919028    146.715 0.8108    +0.5834      Japan          JCPM Tone Station
 3 891  140.8633   +38.275274     48.855 0.78606   +0.61609     Japan          JCPM Kimachi Station
 3 892  139.4753   +36.140222     16.379 0.80852   +0.58650     Japan          YGCO Hoshikawa and Nagano Stations
 3 893  140.86222  +38.259193     46.144 0.786233  +0.615870    Japan          Sendai Municipal Observatory
 3 894  138.4476   +35.899059   1140.735 0.81113   +0.58321     Japan          Kiyosato
 3 895  140.7203   +38.309121    333.545 0.78573   +0.61658     Japan          Hatamae
 3 896  138.3678   +35.879154   1038.212 0.81132   +0.58292     Japan          Yatsugatake South Base Observatory
 3 897  139.4929   +36.193681      7.383 0.80797   +0.58725     Japan          YGCO Chiyoda Station
 3 898  138.1883   +34.901794    278.753 0.82107   +0.56899     Japan          Fujieda
 3 899  142.5500   +43.840783   -251.770 0.7224    +0.6891      Japan          Toma
 3 900  135.98994  +35.049756    102.190 0.819572  +0.571083    Japan          Moriyama
 3 901  137.0877   +35.342668    139.106 0.81664   +0.57525     Japan          Tajimi
 3 902  132.2208   +34.221330     15.051 0.82775   +0.55922     Japan          Ootake
 3 903  135.17423  +35.270953     84.418 0.817354  +0.574227    Japan          Fukuchiyama and Kannabe
 3 904  135.12     +34.617319   1122.666 0.824     +0.565       Japan          Go-Chome and Kobe-Suma
 3 905  135.9246   +33.610193     13.370 0.83368   +0.55040     Japan          Nachi-Katsuura Observatory
 3 906  145.667    -35.916135   3851.883 0.8113    -0.5837      Australia/VIC  Cobram
 3 907  144.9758   -37.831574     52.102 0.79082   -0.61001     Australia/VIC  Melbourne
 3 908  137.2467   +36.625358     68.965 0.80352   +0.59330     Japan          Toyama
 3 909  237.8717   +47.944427     89.316 0.6711    +0.7389      US/Washington  Snohomish Hilltop Observatory
 3 910    6.9267   +43.748916   1271.172 0.72368   +0.68811     France         Caussols-ODAS
 3 911  282.9233   +42.118459    179.656 0.7429    +0.6672      US/New York    Collins Observatory, Corning Community College
 3 912  288.2342   +41.706538    163.463 0.74769   +0.66186     US/Rhode Isla  Carbuncle Hill Observatory, Greene
 3 913  303.8161   -34.912529     20.955 0.82093   -0.56912     Uruguay        Observatorio Kappa Crucis, Montevideo
 3 914  288.0108   +42.531103    430.764 0.73809   +0.67254     US/Massachuse  Underwood Observatory, Hubbardston
 3 915  261.8789   +29.790119    300.840 0.86861   +0.49393     US/Texas       River Oaks Observatory, New Braunfels
 3 916  272.6836   +39.484004    175.268 0.77287   +0.63248     US/Indiana     Oakley Observatory, Terre Haute
 3 917  237.5522   +47.143704    106.470 0.68140   +0.72948     US/Washington  Pacific Lutheran University Keck Observatory
 3 918  257.8694   +43.990766    831.186 0.72071   +0.69110     US/South Dako  Badlands Observatory, Quinn
 3 919  248.3183   +32.749846    261.339 0.8419    +0.5379      US/Arizona     Desert Beaver Observatory
 3 920  282.3353   +43.075804    140.755 0.73161   +0.67947     US/New York    RIT Observatory, Rochester
 3 921  254.4725   +32.991092   2213.814 0.83988   +0.54159     US/New Mexico  SW Institute for Space Research, Cloudcroft
 3 922  272.8333   +34.671195    213.765 0.82335   +0.56569     US/Alabama     Timberland Observatory, Decatur
 3 923  284.6300   +40.050923    117.074 0.76655   +0.64006     US/Pennsylvan  The Bradstreet Observatory, St. Davids
 3 924  287.6769   +46.475621     16.057 0.68988   +0.72150     Canada/Quebec  Observatoire du Cegep de Trois-Rivieres
 3 925  249.8589   +31.400591   1329.723 0.85450   +0.51811     US/Arizona     Palominas Observatory
 3 926  249.1209   +31.462043   1308.766 0.85394   +0.51902     US/Arizona     Tenagra II Observatory, Nogales
 3 927  270.56194  +42.790800    276.949 0.735007  +0.675850    US/Wisconsin   Madison-YRS
 3 928  286.6761   +40.905185    -10.854 0.75688   +0.65136     US/New York    Moonedge Observatory, Northport
 3 929  268.7758   +30.407442     11.532 0.86319   +0.50319     US/Louisiana   Port Allen
 3 930  210.41224  -17.551379     98.541 0.953752  -0.299638    Tahiti         S. S. Observatory, Pamatai
 3 931  210.3842   -17.634072    -23.897 0.95330   -0.30100     Tahiti         Puna'auia
 3 932  286.57401  +41.525747     45.086 0.749767  +0.659494    US/Connecticu  John J. McCarthy Obs., New Milford
 3 933  249.7342   +31.476137   1442.880 0.85383   +0.51924     US/Arizona     Rockland Observatory, Sierra Vista
 3 934  242.9572   +32.967432    282.660 0.83985   +0.54108     US/California  Poway Valley
 3 935  282.3394   +38.855930    132.138 0.77977   +0.62400     US/Virginia    Wyrick Observatory, Haymarket
 3 936  263.3792   +39.188979    296.443 0.77614   +0.62852     US/Kansas      Ibis Observatory, Manhattan
 3 937  358.6900   +54.594859     33.548 0.58065   +0.81143     UK/England     Bradbury Observatory, Stockton-on-Tees
 3 938  351.6162   +39.522688     79.114 0.77243   +0.63299     Portugal       Linhaceira
 3 939  359.6033   +39.759895    281.258 0.76982   +0.63619     Spain          Observatorio Rodeno
 3 940  358.9611   +50.897187      9.138 0.63199   +0.77238     UK/England     Waterlooville
 3 941  359.6139   +39.752833    126.770 0.76988   +0.63608     Spain          Observatorio Pla D'Arguines
 3 942  359.3636   +52.926889     81.770 0.60413   +0.79423     UK/England     Grantham
 3 943  355.8664   +50.391587     24.761 0.63881   +0.76679     UK/England     Peverell
 3 944  354.08315  +37.281246     49.918 0.796657  +0.602418    Spain          Observatorio Geminis, Dos Hermanas
 3 945  354.3986   +43.488901    433.897 0.72671   +0.68474     Spain          Observatorio Monte Deva
 3 946    0.7931   +40.929721    156.381 0.75662   +0.65170     Spain          Ametlla de Mar
 3 947    2.1244   +49.351780     80.058 0.65268   +0.75511     France         Saint-Sulpice
 3 948    0.2189   +52.468571    -30.858 0.61048   +0.78937     UK/England     Pymoor
 3 949  359.8169   +47.677637     32.582 0.67454   +0.73577     France         Durtal
 3 950  342.1176   +28.760222   2320.790 0.87764   +0.47847     Canary Island  La Palma
 3 951  358.2983   +51.636471    103.059 0.62194   +0.78046     UK/England     Highworth
 3 952  359.7583   +38.952660     28.545 0.7787    +0.6253      Spain          Marxuquera
 3 953    2.1339   +41.859061   1018.006 0.74602   +0.66393     Spain          Montjoia
 3 954  343.4906   +28.298383   2362.774 0.88148   +0.47142     Canary Island  Teide Observatory
 3 955  350.6739   +38.700163     66.570 0.78146   +0.62188     Portugal       Sassoeiros
 3 956  356.1908   +40.440581    727.178 0.76224   +0.64530     Spain          Observatorio Pozuelo
 3 957  359.3506   +44.823124      9.039 0.71047   +0.70137     France         Merignac
 3 958  358.96947  +43.693384     82.648 0.724214  +0.687282    France         Observatoire de Dax
 3 959    1.4653   +43.549352    215.147 0.72596   +0.68548     France         Ramonville Saint Agne
 3 960    0.6108   +51.032485     40.027 0.63016   +0.77387     UK/England     Rolvenden
 3 961  356.8206   +55.956698    109.992 0.56112   +0.82498     UK/Scotland    City Observatory, Calton Hill, Edinburgh
 3 962  359.8188   +38.975541     32.074 0.77845   +0.62561     Spain          Gandia
